Sentiment,Time,Text
negative,1/4/21,i paid for a ounce pkg of these at lunch today i bought them because brown rice is a good carb as soon as i tasted one and it tasted like a corn chip i checked the ingredients the name is deceptive these have masa corn flour listed in the ingredients and it overwhelms the taste i won t buy these again i can get sunchips for less money and similar taste
negative,2/5/21,i once loved these chips and they were the only chips i would buy i discovered them when i was in england back in and quickly became a fan about a year ago i picked up a bag that was on sale at my local supermarket i was finding it odd that they were on sale so much but took advantage of it after opening the bag i found the chips were not even close to the kettle chips i was used to they were all uniform whitish yellow in color flavor was way off the lovely extra crisp brown chips were gone completely and i was very disappointed so i e mailed kettle with the following what happened i bought this bag of chips the other day and they have a very different taste it tastes cheaper i don t know how else to put it i also noticed that the chips seemed to be less cooked as i did not see any of the browner colored chips that have the most flavor i am hoping that nothing has changed with the ingredients or process used to produce this product did i just get a weird batch i have been buying only kettle chips for about years now so i am wondering i did receive a reply thanks for letting us know about your experience with your kettle brand chips it sounds like you may have received a bag that should not have slipped by our inspections and we apologize our potatoes do vary seasonally which could account for a variation in color but our chips should still taste great thanks for providing us with the best before code from the bag this really helps when passing on your comments to our staff we are sending some coupons to replace your purchase with any of our kettle brand flavors or nut butters believing you will have a great experience with your next purchase in case you buy this product again we suggest avoiding the same best before date if you still have it in the rare instance another bag from the same case slipped by our inspections at the same time thanks again for letting us know about this and expect the coupons to arrive within weeks please let me know if i can be of any more help well the next bag was good since that time i have picked up bags of chips all were like the bad bag so i am pretty sure that they have changed there product to reduce cost i did some research and found out that kettle was bought out by a private equity company so the same cookie cutter management processes are probably being employed at kettle acquire company with high quality brand recognition sell product to mass merchants lower quality cost of product to increase margin and finally sell company just before the customer base starts to realize that the brand is no longer a quality brand increased profits make the company more valuable on paper so they make a nice profit for the investors customer and employees lose out of course as does an unsuspecting buyer of the exploited brand stay away from kettle chips they are no longer the same
negative,18/12/19,i purchased this because i read that it was a natural cure for hives um how about not it did nothing for my hives and it tastes awful luckily a co worker of mine loves this stuff reminds him of his grandmother and i gave it to him yucky yucky stuff
negative,13/9/20,we have ordered uncle rays bbq chips many times before always been pleased except this order just not the same seasoning as usual generally lacked much for taste not sure if they have reduced the seasoning in their processing but out of case we bought we have opened and thrown away bags already very disappointed with this order
negative,10/7/20,i have loved ketchup flavored potato chips since i was a kid and spent my summers at my grandparents in canada this is a very popular flavor there and seems to be always available i recently got back from a trip to montreal where i ate at least a pack a day i decided i really wanted some around and was happy when i found these on amazon unfortunately the flavor is nowhere close to the brands i ve tried before there s a sort of smoky barbeque sauce thing going on not that they re as good as bbq potato chips which i love they just don t taste like ketchup i tried to get through a bag over a couple of weeks to see if they would grow on me then just threw them all out yuck
negative,22/5/21,i bought this for my husband since he loves ranch he uses ranch dressing with everything before i bought it i read a review that said it taste good inspite of the fat free well my husband had it and says it s aweful i guess to each his own everyone s tastebuds are not alike someone else may like it so i am not going to discourage anyone from trying it however i had to cancel my subscription because the only one that likes ranch in the family doesn t like this one i guess he needs the fat
negative,18/12/19,this stuff sounded perfect way too much red dye and no taste according to me and my friends who tried it kind of salty basically i would stay away from it i am tempted to toss it out but paid too much to feel right about it
negative,9/7/21,i tried these as i love thai food ginger and coconut that was my problem as this mess does not even vaguely resemble thai food and has no discernible ginger or coconut taste plus the noodles stick together even when prepared as suggested and come out in a big clump when you try to eat them also the nutrition label is misleading i am dieting and read labels very carefully this says a serving is one cup and also says one package weighs oz half a cup i figured as it did not say otherwise and as this type of meal is usually one serving that after adding water there would be one serving per package not so one package is actually two servings or over calories this is far more than any other pre packaged noodle meal i have seen the excessive calorie content might have been ok had the product tasted good but it doesn t i would definitely recommend you stay away from this mess
negative,29/9/21,i ve heard about these chips for a while now and thought they would be a good alternative to regular chips i couldn t eat them though they just don t taste good to me personally my grandmother loved them though and i gave the rest to her
negative,5/6/21,i love amazon and i love the reviews from people i ve been introduced to alot of great products b c of the reviews but this time total complete let down popchips having stars is just down right perplexing the should not get more than a but generally i sorta want to give it a but the packaging is very pretty and aesthetically pleasing so i through in the extra point i ordered these thinking that d they d be maybe a slightly better version of baked lays man was i wrong i ve tried most of the baked lays flavors my go to s at first were original baked lays and sour cream baked lays since those are my favorite regular lays but then i discovered bbq baked lays and seriously those are fantastically great bbq baked lays are packed with so much flavor these popchips taste like slightly burnt airpocket chips literally they do because they aren t as good as baked lays i can definitely see eating much less of them which could be a benefit but i say just use portion control and zip lock bag a bunch of baked lays i m trying to think of ways to go into more detail but there s really not much more i can say summary how do popchips taste like slightly burnt air chips it s sort of a weird taste takes alot of getting used to would i suggest buying them no if you re eager to try them i say buy a bag from your local grocery store a week or so after i ordered these on here i saw them at m local krogers so they re definitely expanding nutrition information bag oz g calories total fat g sodium mg total carbohydrate g dietary fiber g sugar g protein g vitamin a vitamin c calcium and iron if you buy a big bag of bbq popchips and big bag of bbq baked lays here are the nutrition information side by side pop chips serving size oz g about chips calories total fat g sodium mg total carbohydrate g dietary fiber g sugars g protein g baked lays serving size oz g about chips calories total fat g sodium mg potassium mg total carbohydrate g dietary fiber g sugars g protein g vitamin c calcium so these two are very close but baked lays wins because it virtually has not sodium since potassium mg offsets the sodium mg leaving g of potassium plus there s more fiber and more vitamin c and most importantly they taste better i for one have to be careful about my sodium intake so the fact that baked lays has potassium in it is a huge benefit at the end of the day make a decision for yourself but i d strongly advise you to purchase a bag from the store first maybe even compare your favorite flavor in both baked lays and popchips i can almost guarantee you that baked lays will win hands down hopefully amazon starts selling well priced variety single serve bags of baked lays soon for now i found one from a seller but the price seems a little high but there are bags instead of smart mix variety pack count baked lay s classic baked cheetos baked ruffles baked doritos nachos cheese rold gold tiny twists pack of
negative,9/7/21,these chips taste average and they are insanely expensive compare to the big bags of chips from safeway or costco for you can get a big bag with times the amount of chips compare to these oz bag chips so for in safeway you can get worth of popchips these bags are so tiny it s like serve size for fat people trying to lose weigh or something for me i never gain weigh i rather go buy big bag of chips these are expensive ripoff chips will never buy again maybe i think the price is high because i bought it from amazon com maybe elsewhere is cheaper but chips as junk food shouldn t be that expensive compare to local stores
negative,9/7/21,this product was a complete disappointment tastes like mushy pineapple there was no papaya taste
negative,10/11/19,this expensive pancake mix tastes so processed and fake a less expensive bisquick from your local grocery store beats the taste no doubt it s a yucky product
negative,1/3/20,we didn t care for this product at all it seemed to have a funny after taste to it wasn t worth the cost we were unable to even finish using what we purchased it was that nasty
negative,29/8/19,holy cow i have never seen this much grease in a boxed product like this also it has enough salt to kill an entire family of slugs use it in your garden don t eat it
negative,14/10/21,i purchased this item to celebrate the birth of my grandson i should have opted for real cigars they might have tasted better these cigars were very hard and hurt my teeth to chew not to mention that these gum cigars were much too sweet
negative,9/5/20,i m usually into pineapple and coconut drinks but this drink just didn t taste all that great to me the taste doesn t resemble anything close to a pina colada flavor and it was actually difficult to taste the pineapple or coconut in it it just tastes tangy and a little sour like water that has a bit of sugar and sour ness to it yeah not really a taste i crave i m not sure if everyone had this reaction to this drink but it just didn t appeal to me i really wanted to like it though because as i said before i usually love pineapple coconut drinks
negative,7/3/20,the taste is good but i found myself biting down on small bits of lobster shells more often than acceptable this made me not want to finish my bowl of soup
negative,4/8/20,this is one of the worse tasting soups i ve ever eaten i hated it and now i have a full case it tastes bitter to me and my husband wouldn t even try it only my cat was trying to reach it on the counter
negative,26/12/19,given the recent issues with products made in china i have decided to not buy any food products from there so i won t be buying anymore of this snack if they ever switch to made in the you s i ll buy it again as i did like it
negative,25/4/21,i used to buy these as healthy snacks at my office cafeteria and consider it better than a bag of potato chips these taste very crunchy and tasty given the kind of unethical food stories we read about china we need to see some kind of assurance and facts on the processes that the manufacturer is following to make these you just cannot import food stuff and sell in the us as gourmet snack food there needs to be data backing this few example of chinese food yuk melamine kind of platic in baby food and milk so wide spread that of milk in china contained this plastic in honey contaminated with ciprofloxacin antibiotic because of which it was banned in the us soy sauce made from human hair not joking google it if you want spurious drugs exported to african countries need some good facts and quality controls from the manufacturers that the chinese producers are complying with some good quality controls
negative,9/3/18,chips ahoy cookies were not very tasty my children and husband would not eat them i tried to give them away and everyone refused
negative,18/5/18,sent this as a gift and found out later that many items were stale they loved the thought though and loved the way it looked
negative,20/2/18,my local walmart and target both have this ground or whole bean at a regular price of less than per oz bag it s way overpriced here it is an excellent coffee i m drinking it as i write this an interesting hint of woody creamy citrusy taste that s dark but without the burnt aftertaste that comes with many dark roasts
negative,9/3/18,this coffee tastes so nasty i can t even drink it it s disgusting i can t believe anything this bitter is acid free i actually threw away two bags
negative,23/2/18,i have to admit based on most of the reviews i was sold on getting the pack was a mistake all three flavors had a distinct taste of the sucralose that is the name of the artificial sweetner in the product if you like splenda you may like this but it has a distinct taste unfortunately not for me a few friends of mine that tried it and said it wasn t bad unfortunately that was the best of the comments if you really want a good cup of hot chocolate try cafe escapes or swiss miss both are twice as good in my opinion liked the escapes best wish i liked the artificial sweetner but the that taste has a distinct after taste probably would be better without the artificial stuff and more regular sugar if your going to order i would get the small pack to try it better then throwing out try cafe escapes and swiss miss and see for yourself
negative,9/3/18,i was hoping this was a good idea however we tried them even after i heard they tasted bitter like artificial sweetner and it was true not the same as the stuff from the can
negative,3/4/20,this tastes like it has artificial sweetener in it and doesn t taste very chocolatey the name brand cocoa kkups are better or just dumping a regular cocoa packet in a cup and running the water through into it is better
negative,18/5/18,i looked forward to a delicious hot cocoa but was very disappointed with the flavor it has an awful aftertaste like the taste you get after drinking a bad diet soda also kind of weak even on the smallest cup setting
negative,27/1/19,i bought this for my daughter and grandson they both tried it at different times and they both said it had a funny taste and did not drink it therefore i will not buy it again
negative,8/5/20,i just got a keurig a few weeks ago and wanted to get some hot chocolate for it as an alternative to coffee i didn t have super high expectations but these are absolutely awful there is a very strong plastic chemical taste to these k cups i tried all of them and tried putting some milk in them to help mask the chemical taste and nothing will help the only reason i gave these k cups stars is because my boyfriend can tolerate them but i don t trust him because he ll eat just about anything in his opinion they are not that good but he will still drink the mug from what i ve read of other hot chocolate k cups you d be better off just buying a regular mix and doing it that way
negative,9/3/18,i ordered this product because of a good price deal amazon shipped accordingly absolutely no problems there however the taste of this product was horrendous it tasted as if someone through chemicals in a cup and told me to brew it i personally will go back to buying swiss miss in a can and just using the keurig to give me hot water cheaper and much better tasting
negative,18/5/18,i ordered this specifically b c they said dark chocolate so i was hoping for a rich chocolate flavor they taste very watery even using the lowest amount of water on the keurig the nutritional fact show that it only has grams of sugar where the normal store bought powder has grams i didn t like these at all if you re going for something low sugar they might be for you
negative,17/5/20,nice price and glad to see a subscribe save option on k cups however this was undrinkable in our opinion didn t seem to be too watery like another reviewer said just a bad off taste
negative,3/5/19,taste nothing like how cocoa should taste i ll never touch this again i ll be trying the swiss miss cocoa maybe better luck
negative,31/12/20,there is a taste of sugar substitute the aftertaste turns me off i ve even tried using a little bit of milk in the mug before hand to hide the taste it didn t so i m just using swiss miss powder and a little milk to make it a creamier hot chocolate before using using my keurig
negative,13/1/20,i enjoyed these k cups when i used them they tasted pretty good however i quickly noticed that my keurig brewer began to have problems after i started using these and other grove square k cups even when i would brew other cups i would get half brewed cups of coffee smaller cups and other issues i cleaned the brewer following all the instructions and tips in the manual the issues came up again as soon as i used these k cups what i discovered is that the grove square k cups were gunking up my brewer badly i had to clean out every part of the brewer completely including the brewer basket area the water reservoir and the internal mechanism after completing the entire cleaning process two more times my brewer got back to normal i won t order any grove square products again
negative,21/9/20,this hot chocolate tastes like hot sugar water with a pinch of coco in it although even the sugary taste is weak and tainted by the flavor of the artificial sweetener sucralose the consistency is watery and bland this is when i made the oz cup as directed by the directions on the box i do not recommend this product
negative,14/7/21,i really wanted these to taste good but there is something in there that is very bitter i had to add too much sugar to make them even slightly palatable no one would eat them they looked delicious after baking and they re healthy but that s only if you manage to choke one down i have tried their gingerbread corn muffin mix and jalapeno cornbread mix and those are all great
negative,2/12/20,i bought these graham sticks based on their excellent reviews and having purchased earth s best organic vanilla cookies had high hopes for a healthy snack to serve my kids needless to say i should have purchased one box at the grocery store first before committing to boxes through amazon which you are unable to return even unopened boxes since this is a food item the crackers smelled strange even before tasting them my year old turned up her nose and refused to eat them anymore after trying a few i wish i could describe the taste but it would be really hard it may sound strange for an organic food but it was almost like a faint chemical smell at best i can say that they weren t anything like a regular graham cracker flavor even as an organic option they should have a better taste my year old did eat some of them without complaint so i am hoping she will tolerate them through boxes so i feel like i did not waste my money good price but definitely test one box first to see if you like them
negative,1/3/21,these cups are artifically sweetened with sucralose i didn t realize until i tried one and ended up with a little bit of a headache which made me check the ingredient list it isn t noted on the front of the box they definitely have an artificial taste i would not buy them again
negative,18/8/21,this is the first time we bought this tea from amazon we used to get it directly from revolution tea i don t know if that made any difference or if it was just a change in the tea s composition along with the packaging but what used to be my wife s favorite tea now has a metallic smell and aftertaste with much less of a pomegranate flavor and now a strong almost cheap generic green tea flavor really disappointing especially since we re stuck with six boxes
negative,31/7/21,i ve been paleo for six months as has my partner we both found these inedible all four kinds which by the way taste nearly the same i m not sure what it is about them either it seems like they would be good from the ingredients but something about the combination of flavors just does not taste good i kept trying them again hoping that they would grow on me they sure didn t we finally tossed them so i would advise getting just one from a local co op or something before you buy a whole bunch online i sure which i had
negative,13/6/20,these are very tasty but way too sweet sugary i felt like i was eating candy instead of meat if that s okay with you then you ll probably love these but i was looking for something a bit healthier yes i know it says sweet in the product name but i bought it because of the no hormone no antibiotic no artificial ingredient aspect
negative,15/1/21,my baby didn t seem into these dinners so i tried them they re not terrible but not good either we ll stick with the eb fruits and veggies until she s ready for table foods
negative,14/1/21,maybe it s just me but i have used this extract in my oatmeal same amount as mccormick extracts and i can t taste any flavor at all very disappointing
negative,6/6/21,i believe gerber may have mixed apricots with the peaches it now has a sour after taste and my son hates it
negative,21/7/20,they have some textured powder stuff on them that makes them taste bad bad after taste i guess it s so they don t stick together never again
negative,5/1/21,i do not like the taste of this at all i have some other fennel tea from another company not on amazon and it is fantastic cannot remember exact name but think it is something like mb is a french company and i got it in canada and by mail order after that it is much better to my taste never dreamed there would be this much variance among fennel seeds as only ingredient
negative,1/1/21,i have a tried a few of these wasa crisp breads this one was by far the worst it was in essence entirely flavorless it tasted to me the way that i expect that those little packing styrofoam peanuts would taste don t get me wrong it didn t taste bad hence the stars it just didn t taste like anything looking for a low cal snack type cracker try the wasa sourdough rye crackers now those are heavenly
negative,18/6/21,i purchased this coffee to make iced coffee drinks it has very little coffee taste and the dark chocolate taste is more chemical than chocolate similar to the taste of flavoring used in baking i will not be purchasing this coffee again my suggestion to those considering a purchase buy something else
negative,18/6/21,i have a one one coffee pod machine and have ordered pods online before these looked good and sounded like high quality coffee albeit a little pricey for pods this was the worst cup of coffee i have ever tasted it left a bitter taste in my mouth that lingered for hours yuck don t be fooled by the fancy name and packaging it tastes like rocket fuel fortunately amazon refunded my money when i explained how bad it was throwing the whole box away
negative,18/6/21,having liked the various types of ghirardelli chocolate and premium hot cocoa s i decided to try some ghirardelli chocolate premium hot cocoa mix chocolate mocha after trying several cups of this i started to wonder what happened to the ghirardelli chocolate as myself i thought it was overpowered with the coffee taste not my cup of hot cocoa
negative,27/6/21,it tastes like jack links brand not wild bill s even the texture is totally different from wild bill s not recommended
negative,7/7/21,these little taffy s are expensive i think i paid around for the pound they taste good but man do they give me gas after eating about my stomach would be rumbling for a few hours and i would have to pass gas a lot my girlfriend wouldn t let me eat them before bed hahaha there was never any pain involved just gas i know it was these doing it because we tested it over a few different days i wouldn t eat the taffy some days and would be fine all it took was a few pieces and an hour late the bubble guts would start this information may be useful since its not on amazon sugar free does not carb free a pound bag is g from the manufacturer website ingredients hydrogenated starch hydrolysate partially hydrogenated soybean and or coconut oil acid combinations for flavor citric acid and or tartaric acid egg albumin salt lecithin sucralose natural and artificial flavors combinations of red blue blue yellow yellow nutrition facts serving size g amount per serving calories cal from fat daily value total fat g saturated fat g trans fat g cholesterol mg sodium mg total carbohydrate g sugar g protein g
negative,25/6/21,i purchased these because they do not contain dairy soy or corn well in addition to being dairy free soy free they are flavor free absolutely horrible dry tasting bars first words out of my mouth were tastes like dirt so that s what i m going with do not waste your money
negative,17/4/21,in proportion this drink is about equal to a regular soda in calories and sugar content but i would prefer a regular soda than this stuff there is a slight citrus taste but mainly from acidity and a horrible after taste of metal and sickly sweetness that lingers for several minutes after wards soda water with natural juice should be a refreshing pleasant and nice refreshment but none of these traits are in this drink i would be embarrassed to serve this beverage to anyone i liked for any occasion but would consider giving it to people i really didn t care for to see their reaction avoid this one orange crush or a different orange soda diluted with soda water would taste far better or soda water and regular orange juice would also be a treat that puts this nasty stuff to shame
negative,13/2/21,if you like orange crush you may become a fan but it s too much of a hybrid for me the main two ingredients are reconstituted apple and grape juices it contains something called acerola juice which is high in vitamin c and indeed the can contains of your c and of your a the sugar content is high grams which brings the carb percentage up to for the day and the calorie count to i think it tastes too acidic for anyone who is watching carbs and calories to be willing to spend them on switch which almost tastes like carbonated tang i ve tried the ooba drinks and they are much lighter and more refreshing guess i m just not ready to make the switch
negative,7/1/21,the product may be every bit as healthy as they claim but even if that s true i could barley get down one can of this stuff it tastes like sour orange juice with some carbonation in it it doesn t taste anything like orange soda and the taste it does have isn t very pleasant also leaves a very nasty aftertaste and like many sodas this will leave you more thirsty than when you started drinking all in all i cannot recommend this stay away
negative,17/4/21,i expected to like this drink because i like various fruit juices and i like carbonated beverages as well unfortunately i just did not like the consistency or the taste of this drink it was thick had very little bubbly carbonation and for me anyway there was a very unpleasant aftertaste that lasted a loooong time i finally brushed my teeth really well and used some strong mouthwash to get rid of the taste in my mouth
negative,14/1/21,this is for sure not what i was expecting it to taste like it s not bad but not for me i like the carbonation and juice idea with no added sugar when i first took a sip of it i noticed it has a bite to it the best way i can describe it is a non alcoholic champagne i however did like it better than the watermelon but still not for me
negative,14/10/21,my daughter i were excited about trying this flavor as we both love orange juice this product did not impress us enough to order it as we liked other flavors more my son also tried it and didn t care for it the orange tangerine flavors are masked by the other fruit juices and makes it taste odd i like the fact that has added vitamin c and is a healthy alternative to sodas but the flavor on this one needs tweaking
negative,7/2/21,i wasn t sure what to expect with this citrusy fizzy drink it was okay though not something i d buy often and certainly not worth the price in my opinion it wasn t as orangey as i expected and it wasn t until i had half of it gone that i read the ingredient list and saw why orange juice is actually the fourth juice listed on the ingredient list with apple and grape juice first and second and the tangerine that seems to tone down the sweetness slightly the third on the list when you look at the nutrition information this product has about forty more calories than coke classic and despite not having any added sugar the grams of sugar in this product is more than an equivalent amount of coca cola the only bonus of this over real soda is the vitamin c and a there isn t much else nutritionally to speak of
negative,17/4/21,the product says a twist because of carbonation well after pouring the drink over pieces of ice the carbonation was gone the carbonation is definitely light and does not last as far as the taste goes i did not care for the taste at all it left a bad after taste in my mouth i cannot recommend this product i will stick with regular juice at a much lower cost to be fair i gave it two stars because my wife thought it was ok
negative,10/7/21,i was offered the opportunity to taste this product because of vine i would not normally purchase this type of product so my review and opinion will be biased in that regard i m not a big soda drinker i d just rather drink water or coffee i will occasionally drink a diet soft drink usually diet pepsi or diet coke did you know that a single oz can of coke classic has calories and grams of sugar this oz can of switch has calories and grams of sugar and this is healthy ounces less is size same caloric content and more sugar per ounce that classic coke ok so it s not added sugar but still that s a lot of sugar orange juice oz has calories and grams of sugar the can says it is orange tangerine but in fact the contents are water concentrates of apple grape tangerine orange and acerola juices then they throw in some gum acacia natural flavors and colors and some ascorbic acid vitamin c and as a little surprise bonus they have added soy soy i asked my wife to taste this product with me i poured the drink into two glasses and we both took a sip her reaction was swift and strong she hated it i agreed with her it was for me sickly sweet and left a sugary aftertaste in my mouth not only that but the taste was just nasty it didn t taste at all like orange or tangerine to me it just tasted terribly sweet with an undefined cirtus something taste the carbonation did not add anything positive to the experience neither of us finished drinking our oz portion it went down the sink i would not purchase this product in the future and if i could have given it stars i would have it s that bad
negative,10/3/21,i drank a single can of the switch orange tangerine flavor today upon first impression the physical size of the can is a tiny oz or ml this in contrast to a regular can of soda size which is ounces or ml therefore only about the content of a normal can of soda to say the least this isn t enough liquid for me in one sitting i need more to drink than that to quench a tiny bit of thirst so i was quite disappointed without even opening the thing up the taste of the drink itself was satisfying since there is no added sugar which is usually corn syrup in the us the flavor was not too sweet nor was it too bland however it wasn t anything like drinking a fresh bottle of natural juice more on the side of mixed syrup with water what kills this product is the high price product right now comes out to about a buck a can i would be angry paying that out of a vending machine for its small size but for purchasing in bulk it is an insult to say the least not worth the money
negative,25/4/21,this is not orange and tangerine juice it s mainly apple and grape juice flavored with orange and tangerine and i really don t care about the vitamin c content vitamin c is easy to get what i do care about is that this is definitely the worst tasting soda of any type that i have ever tried i couldn t pour it down the drain fast enough
negative,1/3/21,the switch orange tangerine looked very promising juice with some zippy carbonation i placed it in the fridge and let it get a nice chill hours later i popped the top and my wife and i sampled and it tasted like drinking furniture polish it s not like we we re searching for derogatory statements about switch here is how the conversation went wife takes a swig looks at me with eyes all googled yuck it tastes like furniture polish i take the can from her thinking she must be insane i chug some down ah yeah it does taste like furniture polish we poured the remainder down the drain if you enjoy drinking cold tangerine flavored furniture polish by all means by the way this drink left a nasty aftertaste still belching it up
negative,10/3/21,switch tastes more like chemicals than juice i was expecting something along the lines of orangina instead it s closer to orange soda but without the carbonation level that makes orange soda enjoyable for a small drink oz it s pretty high in calories frankly i don t think the flavor is good enough to justify the caloric level bottom line if you re die hard soda drinker this might be a better option for you if you re a die hard juice drinker stick to juice if you want fizzy juice add a little seltzer to your fruit juice
negative,28/9/21,ounces and a tad expensive is what i d say about this drink grams of sugar is also a negative for me i m not a sugar lover all in all not big enough to quench my thirst and not delicious enough to find me coming back for more natural but not that intensely citrus
negative,20/4/21,the only good thing was that it was not sweet but the taste was just bad i could understand and tolerate the taste if it was an energy drink but this is not an energy drink i have been very open and have tried different carbonated orange drinks and i have to say this is the least favorites of the other carbonated orange drinks i prefer just mixing carbonated water with orange juice
negative,7/9/21,i almost never write reviews but i thought i would for this one i m pretty open to tastes of anything but something about the smell and taste of this product was really bad it tasted off almost i m really disappointed because i had hoped to like it and i love fruity green teas but this was no good i d strongly recommend trying a sample of this if possible before buying sorry zhena s maybe i ll like another flavor i haven t given up on you yet
negative,2/10/21,i tried many teas and thought would try this kind saw it on dr oz show didn t like its taste
negative,23/9/21,i do not like sour taste and this has a sour kind of taste which i don t like the smell isn t that great either
negative,25/5/21,tasteless basically says it all i love tea drink it every day i found this undrinkable great packaging but not a good tea for me
negative,7/9/21,i bought this tea because i had consumed the one from the bottle and i like that one however in tea bag is not just tasting totally and completely different but additionally tastes really horrible believe me i even tried to give it to my co workers for free after they tried it and they did not accept it in my opinion it tasted like serum s now i have tea bags wasting space probably soon they ll go to the waste bascket it s sad i thought it would taste like the bottle or at least close but totally a disappointment
negative,3/6/21,in court as i understand it you re not supposed to testify about anything where you don t have direct experience you can discount this review if you want since i have only second hand experience with this soup i gave a case of this soup to a young friend who is a college student i worry about her starving she never mentioned whether she liked the soup so i asked she finally admitted that it was to quote her the worst thing i ve ever tasted apparently her boyfriend also tried it and thought it was bad as well while my friend is rather picky her boyfriend has a much wider culinary range so if they both disliked the soup i m inclinded to think it s not very good
negative,10/1/21,this is a good decaf coffee but i ve never before had a k cup dump the contents into my cup it s extremely irritating to deal with grounds in the cup and machine when deliberately choosing a system that avoids the mess
negative,26/3/21,i m not a gourmet coffee critic but this stuff is disappointing based upon previous good reviews i suspect that the coffee in the k cups i received is not the same they may have changed the manufacturing the wolfgang puck decaf i received is lifeless watery and tasteless there s no aroma when it s brewing in the keurig never again
negative,24/3/21,i tried this product solely for the fact it has wolfgang s name on it i should have stuck with timothy s brand this was way too strong to be labeled a breakfast coffee more like a dinner coffee i will not be buying this again also way too expensive compared to the others
negative,19/2/21,i thought it had a bitter orange flavor however my husband and friend liked it
negative,28/7/21,i thought this coffee was really horrible had one cup and will throw the rest away because it can t be returned
