Sentiment,Time,Text
positive,7/7/21,we ll see how these work out in our family over time i m not sure that i am disciplined enough to make good use of them although it might be a good technique for teaching my dog they appear to be good for what they are a very tiny but healthy reward right now i can visualize them being used as a reward for following commands a training tool i was surprised at how tiny these treats were they seem to taste good enough but they are miniscule they are just a fraction longer than a small paperclip and about half as wide maybe as thick my dog was a little annoyed but took it when i gave it to him that was yesterday today he came in excited to get his treat looked at it as if to say you ve got to be kidding then he took it and ate it a little later i offered him another one he put it on the floor and looked hopefully at his stash of larger treats but when he didn t get one he went back and took this one i think these might be good for rewards for obeying commands treats that s stretching it they may also be good for my son s dog who rarely gets treats because she s overweight and would eat the whole entire refrigerator full of food if allowed at least she would get a treat large treats take her seconds she ll probably inhale these one second max i like the fact that these are low fat with no added salt no refined sugar no artificial flavors colors or preservatives it says treats baked with natural peanut butter
positive,15/7/21,i am a mom of kids with my older two i had such a hard time finding a snack for them that didn t have so much sodium when my rd came along happyfamily introduced happymunchies i was so thankful to find a snack low in sodium and with a vegetable too and to top it off it is organic so i know it is free of pesticide residue and gmos
positive,11/7/21,we love these baby food things in a little pouch sooooo much easier to feed to a baby or toddler on the go our son loves sucking the fruit out and we are pleased that it is both organic and healthy with nothing added just fruit for smaller ones not good to let them handle it themselves because they love to squeeze it which gets things everywhere but older ones can feed to themselves i like the size rather than the bigger one that plum organics has for some of the other flavors it assures that he will eat all or most of it in one sitting rather than having to save some for later you can also take this size on airplanes without having to have it tested for explosives not the case with the bigger pouches i also like that it is bpa free if your little one likes them ordering in bulk and with subscribe and save makes them much cheaper than at the store
positive,7/10/21,i love vitamuffins but my supermarket sells one box of muffins for instead i bought the mix boxes for and each box makes muffins instead of per muffin the mix only requires water eggs and works out to about cents per muffin and very easy to make that s a great deal
positive,6/7/21,i generally like vitalicious products the corn muffin well for calories it s not bad but if you are expecting anything like the sugar fat laden junk that your local bakery sells look elsewhere this is like a healthy makeover that doesn t quite cut it but they re not bad for the same amount of calories the chocolate one is more of an indulgence but this one is good for a bland breakfast treat especially baked fresh my kids are happy to get any extra snacks so they approve i send with them to school for a midmorning snack i am glad they get fuel and vitamins
positive,18/6/21,my dog had been prone to ear infections and did a lot of paw chewing when his vet recommended changing his diet because his symptoms may be due to a food allergy she specifically recommended the salmon and rice formula unfortunately my dog hated the salmon and rice and it smelt extremely fishy i tried the lamb and rice formula and he likes it much better i ve heard numerous good things about wellness from my dog trainer as well as other pet owners and pet store employees my dog is adjusting to the new food well however i can tell he doesn t consider it the most tasty of choices probably because it doesn t have the artificial flavoring in it but i d rather him eat something much healthier even if we have to sacrifice a little on the taste
positive,7/7/21,length mins these cookies are so great watch our video to see how great they really are
positive,27/7/21,actually sojo s strongly recommends that the meat you add to their mixes be raw but it an be cooked as i choose to do my dog arrived with coccidia and giardia as a puppy through veterinary mismanagement he was never completely healthy for the first years of his life after watching him get sicker on an aggressive course of antibiotics and prednisone for his inflammatory bowel disease i took him to a holistic veterinarian part of his treatment has been a homemade diet of sojo s and meat plus no medications i m extremely pleased to report he has had no gi episodes in over months and has reached a point where i consider him healthy his coat is glossy and much fluffier than before he s finally at a good weight i have before and after photos that show a dramatic improvement much of which i credit to sojo s it does take some extra time to prepare as opposed to kibble but i make days worth at a time this takes me about minutes total which includes down time while the meat is cooking and cleaning up after to be completely honest i m not thrilled about cooking for my dog but i am thrilled with the results if i was able to feed him raw perhaps down the road when our vet gives the ok preparation time would be almost nothing
positive,13/7/21,it s also a routine baking ingredient i put it into my bread along with sunflower seeds and organic wheat flour i also put it into my smoothie stir fry dishes anything you can think of good price and really it s a must have for a healthy diet
positive,13/9/21,i have tryed the almond crunch and is delicious and healthy snack better than chips try it you ll agree
positive,7/9/21,i use the powdered tea powder in my fruit smoothies provides you all the health benefits of green tea love the product and use both the plain and lemon ginger
positive,17/4/21,green tea is good for you loaded with antioxidants boosts your metabolism yadda yadda yadda but i never quite warmed up to the taste until now the lemon and the ginger give this a very nice flavor and it is so great that i can just add a packet to my water bottle and go without the bother of brewing it
positive,10/3/21,i eat a lot of cereal and that includes a lot of the high fiber kinds oatmeal mini frosted shredded wheat and raisin bran are usually what i d eat when i needed to lose a few lbs but there have been a few instances where i tried the healthier options i ve tried several of the kashi cereals but they weren t very appetizing the plain one had a cardboard taste next i tried grape nuts which is like a horrendous yeast flavored cat food though it s closer to kitty litter in texture that brings me to fiberplus antioxidants this berry yogurt crunch is certainly one of the better tasting high fiber cereals i ve eaten it s like a decent health bar broken apart into cereal the clusters of yogurt really help but even the plain cereal is decent enough on its own yes there are g of sugar per serving but the g of fiber and calorie parts more than make up for it especially if you compare it to raisin bran and frosted shredded wheat which are typically higher in sugar and calories yet lower in dietary fiber the antioxidants are a nice bonus too the bottom line is that i ll add this to my grocery list whenever it s on sale or the price is right
positive,17/4/21,i don t know why science diet is being referred to as junk food as it is one of the higher quality foods on the market a lot of the new organic and natural cat foods are not as healthy for pets as they are cracked up to be but regardless my veterinarian wanted me to put my year old cat on a prescription food because of the high count of crystals in her urine after some comparisons science diet mature adult active longevity is the closest to the prescription food both my cats the younger one and the older are on this food and they seem to enjoy it they both graze all day and are indoor cats so i try my best not to overfeed them my younger cat has not had issues with her urine since she went on this food and we are all happy
positive,21/1/21,these chocolate sandwich creme cookies by whonu are every bit as delicious as similar brands but they are healthier for you true they have almost the same sugar fat and carb amounts of the best known name brand of these cookies but as others have noted they also give you fiber with noticeably more vitamins and minerals than that other brand this is a plus they re really good as a snack and it s hard to stop at the serving size of just three cookies but i guess i m allowed an occasional guilty pleasure as i write this they are a bit too expensive on this website try looking for these cookies elsewhere unless you want the convenience of having them shipped to your door overall these awesome chocolate sandwich creme cookies by whonu are the best i definitely recommend them as an excellent healthier alternative to the major name brand of this type of cookie i love them enjoy
positive,30/1/21,we like this brownie mix and i usually use the low fat recipe on it i also add chocolate chips or something else to it otherwise it ends up a little bit dry we still buy this by the case
positive,13/2/21,these brownies are good but the flax seed texture can be a real turn off to minimize it i added a little whole wheat flour splenda and cocoa big improvement and my guests never complained like they did the first time i made the brownies
positive,15/1/21,we just got our first order a few days ago and my month old daughter loves them they re just like the gerber mini veggies but much cheaper although they still cost a good bit having a nutrient filled easy to take anywhere travel snack is well worth it my daughter doesn t have any teeth yet and she hasn t had any problems eating them they re light and fluffy yet full of flavor
positive,6/3/21,i am not sure why the speciality stores in my area stopped carrying these as they were usually sold out the cakes are calories crunchy and good not like the cardboard taste of thicker rice cakes excellent as a base for pb j or to make an open face sandwich or to use in pieces like a chip for dips etc good price on the pack with a month expiration use date
positive,8/6/21,i purchased these based on others recommendations the rice cakes are delicious thinner than the usual rice cakes in the supermarkets dense not full of air i covered them with pb those watching their weight can eat peanut butter for calories a serving vs for regular pb and it tastes exactly the same i too highly recommend these rice cakes
positive,7/1/21,over of dry dog food is very unhealthy and can not even get or stars out of or diamond naturals is a great food i have afghans and i ve spent many many hours of research to find this out
positive,17/4/21,this is a very good snack that i feel great about offering my month old she can easily pick up the small pieces and definitely enjoys the apple cinnamon taste my year old loves them as well i would definitely recommend these to anyone with small or larger kids
positive,14/1/21,sardines are a useful item to stock for times when you want to add a bit of protein to your meal without breaking the bank i like that they are lower in mercury than big fish are and high in omega fats the skinless ones are much better tasting in my opinion regular sardines taste a bit too oily fishy and strong to me they are fairly neutral with the absence of added oil or much salt and this makes them versatile i sometimes add lemon and mayonnaise for a sandwich filling mix with egg oatmeal onion and lemon and fry for a fish patty or add them to a salad although i think these from roland are very good i liked the seasons skinless sardines which are also sold by amazon even better for flavor and texture
positive,24/5/21,stores are not carrying this product thank goodness i can still get them genisoy soy crisps deep sea salted ounce bags pack of
positive,14/10/21,i was really surprised when i tried this product because i found it to be a really light fluffy batter so don t think gluten free means flavorless this bisquick pancake mix will have you building up stacks of fluffy pancakes for your family it s so nice that these are healthier for you diabetic friendly and still manage to taste great too
positive,7/2/21,i have a year old scottish terrier who has some food allergies no wheat for my girl this treat is great for settleing an upset stomach and my dog looks forward to her charcoal bone treats
positive,29/3/21,i highly recommend these very tasty kavli thin crispbreads i wanted something different than just white bread for sandwiches i hate whole wheat i love rye i saw these noticed the ingredients couldn t get much simpler and gave them a try topped with cheese or a sandwich spread or whatever you d like they re very tasty i feel as full after or of these topped of course as i did with just white bread they re nice and thin so it isn t like biting into anything hard just a nice crunch the flavor isn t strong at all it is very mild and nothing like a rye bread you might have purchased in the past then i noticed that they are only calories per slice what s not to love they taste good they re whole grain they re super low in calories it s no crunchier than a potato chip and i feel satisfied while chewing and after eating them oh and they keep forever in the cupboard i definitely will be buying these for a long time
positive,17/4/21,i m very pleased with this dog food haven t ordered anything else for my dogs since i bought this my lab and my malti poo both eat it happily and i m happy that it is healthy for them
positive,10/3/21,i have started buying a lot of organic food over the past year and it dawned on me that perhaps my dog should be eating more healthfully also when i look at the list of ingredients on regular dog food it is downright nauseating i bought some of this newman s own and my dog loves it she usually gobbles it up the minute i put it into the bowl
positive,10/7/21,i signed up for the monthly subscription for this item the price is great especially without having to pay shipping charges i love the fact that i can manage the subscription by skipping a month or ordering it earlier than scheduled amazon has been excellent getting my shipments out on a timely manner newman s own organics adult dog food chicken rice formula pound bag very pleased with all my orders from amazon extremely pleased with their customer service thanks amazon
positive,27/1/21,i feel better about feeding this product to my dogs i was using another popular brand but it contained a lot of fillers one of my dogs is pickier so he would prefer a meatier taste but he does clean it up eventually
positive,1/6/21,our family loves these tasty and healthy sesame honey almonds by trader joe s you get the crunchy flavor of the sesame seeds combined with the subtle sweetness of the honey and almond flavoring wow it s a great snack that you feel good while eating it is my favorite of trader joe s almond snacks almonds are good for you and a handful of these in the morning with a fruit smoothie or as a snack at lunch is a great way to get protein the healthy fat and the vitamin e that almonds offer it s a good idea to measure out cup of these almonds or count the almonds out to stay in the calorie range you want to keep within nutritionist recommend having a small amount of almonds or walnuts each day for good fat and protein
positive,20/8/21,i love these cookies i am on the paleo diet right now and these cookies are what i look forward too i do like the taste of the tropical one the best they all have different taste but if you want something that is grain free and gluten free then this is the right place i expected the taste to be different and it is other reviewers seem to expect them to taste like oreos or chips ahoy of course not when i eat them i don t even feel bad about it because my body welcomes them they don t make me crash either and feel like i ate junk food it is a good indicator that these were made from all natural ingredients i wish i had these cookies close to me i d buy them every single day
positive,14/8/21,the flavor of the fruit enclosed is outstanding bluberry and if there is a drawback it is that the blanket that encloses the fruit is a bit thick unlike this companys fig bars and pastry textured flavored with cane syrup not fruit juice cal per bar and low in fat and the carbs not too bad considering the great taste
positive,21/4/21,of the erin baker products the fruit nut mini breakfast cookie is my favorite i have one mini breakfast cookie about calories with a cup of coffee in the morning and i feel satisfied and ready to start the day very healthy low in caloreis and super delicious is what makes the product work for me try it you ll like it
positive,1/4/21,i adopted my adorable edmund last year from a shelter they sent me home with a small bag of felidae not grain free version cat and kitten dry formula as he was a kitten at the time i am very concerned about eating healthy whole foods so i of course want the best for my kitty as well i did research and found that cats digestive systems are not designed to eat any grains fruits vegetables directly and basically the only carbs they are to eat are what is already in their prey s stomachs ie if a mouse ate something carby and the cat ate the mouse they would get a little of whatever was in it so i wanted to make sure the ratio of his food was as close to what s found in nature as possible without breaking the bank he already seemed to really like the felidae grain included version so as soon as my starter bag ran out i immediately switched to the grain free variety and he has only eaten this ever since i got him he loves it i give him one small scoop of grain free kibble in the morning and then a partial can of this large oz felidae grain free food we ve tried both the turkey chicken and the salmon grain free canned ones and edmund prefers the turkey chicken but will eat anything i give him i bought some can lids at petsmart and they seal air tight on these cans so fridge storage is clean and easy he has the absolute softest shiniest fur coat i have ever seen on a cat and he is very healthy and happy we haven t had a single vet visit since i adopted him even though he had chronic upper respiratory issues when i got him they all cleared up i have to blame at least some of all this on the fact he only eats grain free felidae food the rest is because i love him so ridiculously much i love the free shipping on amazon i buy a case of canned and a bag of dry or two of one at the same time i used to buy this elsewhere and since it s so heavy shipping would often be almost as much as the product
positive,17/4/21,these are very healthy grains and very light and crispy perfect with dips or salsa tastes just like rice cake they are very easy on the teeth too for those who have dental work that they don t want to chip hard to find in supermarkets
positive,10/3/21,this product is delicious i will say this upfront thou semi messy why not place the peanut butter in the center instead on the back the taste is great so great that i started to eat them all day not good as it ruins the enjoyment these are actually so good i had to stop eating them i guess i over did it value excellent snack for everyone all my friends love them family shipping fast as always with amazon prime membership days packaging boxes total each contains individually wrapped granola thins of granola bar but flat with peanut butter on one side seriously also do not ruin the granola as i did by eating every day also i notice to avoid mess just open with scissors pealing makes a mess exclusively
positive,22/4/21,if anyone is looking for delicious and healthy snack doctor kracker is an answer however the hard crispiness is for people with good teeth
positive,1/4/21,arrowhead mills organic savory herb stuffing has a very nice blend of herbs for a flavor that compliments chicken and turkey i especially appreciate the fact that there are no transfats used in this stuffing so i and my family can enjoy it without worry the stuffing is very easy to prepare but really adds to the meal we use it all year long why wait for a holiday to enjoy good food
positive,30/6/21,soon after one dog was diagnosed with renal failure yes she ate all the foods on that recall list my westie became ill and couldn t hold any food the vet did all sorts of tests but i had to find something gentle enough for him to keep down that night i met a rep from nutro at my local petco she told me all about natural choice gave me literature and a website to learn more i purchased this canned food along with a small bag of the dry food to mix with it turns out the dog had some sort of virus but the food was the only food he could keep down to regain his strength due to skin allergies known to westies i have kept him on this food and find it s the best for him i just don t understand though how this is sold so cheap on amazon thru petco it s case in the store and on their website i think they should keep the price regulated throughout
positive,1/3/21,my dog has many food allergies but these made in the usa treats are free of wheat corn egg and dairy my dog can t get enough of them
positive,29/1/21,stars is a compromise between my rating of and my grandchildren s rating of stars i thought the flavor was too heavy on the apple grape juice combo and light on the orange tangerine flavor also it left a mild canned aftertaste but my year old granddaughters loved it and consider it a treat equal to soda it is juice concentrate which has been reconstituted with carbonated water so it is much healthier for them than regular soda while it is true it still has sugar natural sugars from the juices are healthier than processed sugars found in soft drinks the can i was sent contained ounces which is a better size for them than a regular ounce can of soda for children this is a tasty and healthy alternative
positive,17/4/21,i am a die hard soda pop fan i will drink juice but normally only certain brands or with a little soda up or sprite mixed in to kill the after taste and to sweeten it up a bit well this is better that even that mix without the bad stuff from the soda it has a crisp clean orange taste with a nice tangerine undertone that continues through the after taste it is effortless to drink and doesn t make you feel sluggish afterwords it is hard to describe other than to say they got it right no extra sugar yet it is very sweet but not too sweet i shared my can with my wife and she agreed with my comments we both we were sad that we only got the one little can to review and not the entire case while i am not sure it could replace my coke it sure could replace my juice and some of my coke intake the only problem there always seems to be something is that it is about times the cost of my coke per oz i could justify twice the cost but four times is the only reason i haven t ordered more so far i do expect to breakdown and buy a case but i still won t be happy over the cost difference
positive,10/3/21,i love everything about this drink it s got plenty of carbonation even without added sugar or artificial sweeteners it s plenty sweet without being too sweet i love tangerine and this has a very tangerine y flavor and aroma if you love oranges or tangerines this is the perfect drink for you i ordered this from the vine program out of curiosity but it will be one of my must buy items in the future i m also going to buy some for my grandchildren since it has no added sugars and i know they ll love it it will be perfect for them
positive,30/5/21,i quit sodas over a year ago due to the unhealthiness of them i do however like bubbly drinks but i don t need the sugar or sodium that s why this product is perfect it is fruit juice carbonated for the bubbliness orange is one of my favorite flavors this drink is the perfect drink i think this product is even better than orange soda orange soda is sticky but this product is not it has the perfect amount of sharpness which i love because it is fruit juice it also has the perfect amount of natural sweetness so this product is all the good things rolled into one fruit juice no added sugar bubbly awesome orange flavor it s so good it s hard to believe you re drinking something healthy
positive,6/5/21,i was really surprised at the taste of the switch orange tangerine drink it reminds me of carbonated orange juice it is a little on the sweet side but not too bad in my opinion this is actually a beverage that i could drink all the time and not get tired of the best thing about switch is that it is healthy for you and it doesn t have any added sugars and it has a lot of vitamin c switch is a all natural beverage which is great you can have the carbonation of a soda without all the unhealthy unnatural ingredients of a soda if you want a great tasting drink that is healthy for you then i highly recommend switch if you like orange juice then i think you ll really enjoy this the cans are a little on the smaller side though
positive,20/4/21,my teens and their friends drink regular soda pop by the gallon they re obviously addicted to the stuff a very unhealthy habit i can t drink soda pop myself it s been years or so since i had one and so i began searching for a drink that tasted like regular soda pop but wasn t unhealthy i searched high and low for a suitable alternative and then i found izze i love the fruity tangy flavor of izze s sparkling grafefruit soda the grapefruit flavor goes well with spicy mexican foods but it is also great just by itself my teens love izze and drink it now just like soda pop i m so happy to know they aren t guzzling down corn syrup and artificial colors and flavors but instead are enjoying all natural izze with no added sweeetners if you re looking for a great alternative to regular soda pop you can t do better than to buy izze
positive,20/4/21,sticks and twigs may seem a little pricey compared to regular pretzels but the bag lasts a long time and the ingredients like flax seeds quinoa chia seeds and curry are good for you they are very crunchy but tasty for some added protein i like to dip them in peanut butter
positive,21/4/21,usually healthy food is hard to swallow not these fresh crunchy delicious pumpkin seeds i switched from potato chips and my wife tells me they are good for the prostate what do i know i m taking her word for it
positive,2/5/21,i had never tried bob s red mill pumpkin seeds although i have used and been very happy with many of their other products i was looking for pumpkin seeds from pumpkins grown in the usa most of the organic seeds are from china the bob s red mill seeds are from pumpkins grown in oregon i took the plunge and ordered bags of these seeds and they arrived in less than hours four sealed bags were also in a sealed bob s red mill box and then packaged in a larger amazon box i just opened one bag of the seeds to try them they are way better than what i was getting at my local whole food store in bulk these seeds are chewy as they should be and not hard or stale with any off taste these have a slight pumpkin taste which they should have this variety of seed is rounder and flatter than some of the other pumpkin seed varieties i ve had which i like no pointy ends to stab me as i m munching them down all in all a great buy seeds stars grown in the usa stars total stars
positive,7/9/21,i was very satisfied with my purchase of nutiva hemp seeds i ordered a pack of them and it arrived fairly quickly they taste great on their own but i usually add them to protein shakes to enhance the amino acid profile or sprinkle them on top of salads for added flavor and texture my supply is almost gone so i ll definitely be ordering more one of the reviews said there were still shells in the bag but i didn t find any in mine
positive,25/5/21,i used the hemp seeds every morning with my protein shake the taste is great and they are so healthy
positive,22/5/21,when i was told by my nutritionist that eating a handful of whole natural almonds a day would help me to lose weight and get the right kind of fats and proteins implemented into my diet i was a bit skeptical i was not a huge almond fan to begin with i don t particularly enjoy salted or roasted almonds usually only the kind that come surrounded with coconut and chocolate or the kind that you get out of the nut bowl to she will around the holidays the whole natural almonds by blue diamond taste like they came right out of the she will and boy are they yummy i like that they are a satisfying snack and i like the taste of them these are the ones i buy no added salt or anything nice and fresh right out of the she will stars
positive,19/7/21,if you want a truly healthy filling snack you must give these a try as well as their sisters the vanilla bean almonds they are both just lightly sweetened and fragrant with either the cinnamon or the vanilla depending on which you choose the container is marvelous there is a half flip top which is easy to do with one hand like in the car and they re not roasted in more oil so the almonds are meaty and sweet and almonds are sooo good for you i d recommend that you try them and then get an amazon subscribe and save if you can it s well worth it and all natural lovely
positive,7/9/21,i wouldn t call these almonds sweet but they do have just the right hint of sweet flavor that the almond is elevated and feels like a treat the taste and texture of almonds doesn t particularly appeal to me but they re such a healthy snack that i m glad to find this delicious option also the small container is the perfect size to have on your desk or keep in the car or use as stocking stuffers like i plan to do for a couple of my healthy eating conscious friends
positive,25/8/21,the almonds tastes all right since it is too dry the salt can hardly stay on surface therefore it is not salty enough on the whole it is a healthy snack i hope this type of almonds can have subscription service and discount
positive,6/9/21,these almonds taste good not as well flavored as the cinnamon or vanilla flavored but a decent change of pace a little plain though
positive,25/5/21,my review is for the cinnamon cookie in the small bag i love them i do not have gluten issues but i like the fact that the cookies are gluten free they are crunchy and satisfy my desire for something sweet only caloriesand g of fat in three cookies each pack has cookies g of saturated fat trans fat cholesterol mg sodium g fiber g of carbs and g of protein yummy every bite starbucks carries them sporadically and i am so glad to be able to buy them from amazon
positive,7/9/21,i love almonds in general and this particular brand is quite good they taste great with just the right amount of salt and oil for me anyway they re individually packaged in oz cans which makes them an easy and portable snack portion control is also easier with the small can size i ve ordered a few packs of these almonds and while there is some slight variation in the taste from batch to batch some are roasted a bit darker than others i have always found them fresh and tasty almonds are relatively healthy too high in protein a good source of magnesium calcium and manganese and full of unsaturated fats i haven t seen organic roasted salted almonds from this company but i hope they offer them eventually at a decent price one thing i would also like to see is some kind of assurance that the can liner is free of bpa
positive,13/10/21,i was a skeptic about this product until i tried it with skim milk this cereal is delicious and retains its crunch even after minutes of being soaked in milk i enjoy its texture and caramelly flavor i think it could definitely be less sweet and lower carb but so far i find this cereal to have the highest fiber content the other vitamins and minerals a single serving contains is also comparable to similar products by other companies this is perfect for breakfast or a snack any time of the day
positive,2/10/21,we were pleased with this salt it s actually more salty than regular salt even kosher salt or sea salt a little bit goes a long way i don t usually cook with it but add it to things afterwards i ve been hand grinding it
positive,23/9/21,right now i own cats that i found outside a good eight years ago and i found another cat which i adopted also i have always fed them eukanuba adult lamb rice dry cat food and they truly love it when you first open the bag you can smell the savory aroma of the cats that i found outdoor and adopted one turned out to be a turkish angora and the other has markings similar to that of a snow leopard and the third cat i found out is part egyptian mau i also feed a feral cat who has been living in my back yard for years they all love this food and even when they changed the formula of this food a few years ago they still eat it and love it if you read the ingredients it is excellently made and a real plus for their diet they ve been eating it for years now and i have yet to see any of my cats turn up their nose to this food the other dry foods that my cats love is fancy feast gourmet filet mignon flavor with real seafood shrimp dry cat food and they ve just started eating eagle pack natural pet food indoor formula for cats and a cat food brand called artemis i haven t any problems with them eating any of these dry foods and i ve been rescuing cats for over years now and have owned as many as cats at one time one set of kittens were born outdoor and i brought them indoors with their mother and kept them all until the day they passed on they all lived to be close to years of age and they too ate eukanuba lamb rice and loved it i have had foods that they turned up their nose with like chicken soup and taste of the wild the same way we humans have our likes and dislikes is the same way that these cats have their likes and dislikes what s good for one cat might not be good for another you just have to learn your cat and see what they like and just give it to them while my cats are in love with eukanuba lamb rice maybe your cat will also or maybe not but it isn t fair to not try this food because of a review where the owner says that their cat doesn t like it as previously stated maybe your cat will not like it or maybe your cat will love it i ve tried cat foods based on good reviews figuring that the food will automatically be a hit and sometimes it was and sometimes it wasn t it s all up to the cat
positive,26/6/21,when pet promise a safe and healthy pet food went out of business i was desperately looking for another healthy food that had no by products rendered fats meat meals or outsourced ingredients you might want to check out what these types of ingredients can include if your stomach can take it but avoid commercial manufacturers spins on this good books to get in this regard are foods pets die for and protect your pet food pets die for shocking facts about pet food protect your pet more shocking facts my cats were completely unaffected by the melamine contamination tragedy of which killed many pets especially cats because their pet promise food was one of the few brands in america that didn t use outsourced ingredients and was never on the recall list unlike some of the very expensive premium brands i felt so lucky that i had already switched to pet promise a petfood company that bought ingredients only from north american farmers using sustainable agriculture and free range livestock i finally discovered halo s products and was encouraged by the fact that ellen degeneres a devout animal lover herself not only endorses it but also has become part owner of the company their website also included a specific message written to us former pet promise users so i went to my health food store and bought some i was delighted to see that it had no by products no rendered meats no meat meals and that the label stated that all its ingredients are made in the usa except the pea protein from canada furthermore the salmon in halo is wild alaskan not farmed salmon aka pharmed salmon full of antibiotics etc moreover it is low in carbohydrates and even includes probiotics in the mix making it even more promising than pet promise but the ultimate test was whether my cats would eat it or not unlike my dachshunds who would eat just about anything that hit the floor they re really low to the ground you know cats are notorious for their persnickety eating habits but they love it can t get enough so i have to dole it out so they don t overeat and after five months their health and energy seem to be great oh and hi ellen and many thanks
positive,25/5/21,ironically i am an amazon seasonal worker i discovered these tasty treats while working on the sales floor i kept thinking wow i sure ship alot of these things what are they so i went home and checked them out on line for myself i am a very active and healthy person i am always looking for wholesome breakfast options i have a hard time eating in the am these cookies are so filling and delish i eat one at around am and i am fine until lunch healthy ingredients to fuel your busy day lifestyle i can t wait to put them in my back pack when i go hiking next
