Sentiment,Time,Text
positive,13/9/21,this chips are really good and it is fun getting the variety pack now are they as good as regular chips probably not but they are also not nearly as fattening and bad for you as regular chips given that these are a healthier version if you want chips i would highly recommend them 
positive,18/6/21,tried the bbq popchips for the first time and loved them so got the value pack to try more flavors loved them all except the salt and pepper chips which were not that great good healthy snack without giving up the taste so glad i discovered these salt and vinegar are my favorite cal bag fat bag
positive,7/7/21,we will see how these work out in our family over time i am not sure that i am disciplined enough to make good use of them although it might be a good technique for teaching my dog they appear to be good for what they are a very tiny but healthy reward right now i can visualize them being used as a reward for following commands a training tool i was surprised at how tiny these treats were they seem to taste good enough but they are miniscule they are just a fraction longer than a small paperclip and about half as wide maybe as thick my dog was a little annoyed but took it when i gave it to him that was yesterday today he came in excited to get his treat looked at it as if to say you have got to be kidding then he took it and ate it a little later i offered him another one he put it on the floor and looked hopefully at his stash of larger treats but when he did not get one he went back and took this one i think these might be good for rewards for obeying commands treats that is stretching it they may also be good for my son s dog who rarely gets treats because she is overweight and would eat the whole entire refrigerator full of food if allowed at least she would get a treat large treats take her seconds she will probably inhale these one second max i like the fact that these are low fat with no added salt no refined sugar no artificial flavors colors or preservatives it says treats baked with natural peanut butter 
positive,15/7/21,i am a mom of kids with my older two i had such a hard time finding a snack for them that did not have so much sodium when my came along happyfamily introduced happymunchies i was so thankful to find a snack low in sodium and with a vegetable too and to top it off it is organic so i know it is free of pesticide residue and gmos 
positive,11/7/21,we love these baby food things in a little pouch sooooo much easier to feed to a baby or toddler on the go our son loves sucking the fruit out and we are pleased that it is both organic and healthy with nothing added just fruit for smaller ones not good to let them handle it themselves because they love to squeeze it which gets things everywhere but older ones can feed to themselves i like the size rather than the bigger one that plum organics has for some of the other flavors it assures that he will eat all or most of it in one sitting rather than having to save some for later you can also take this size on airplanes without having to have it tested for explosives not the case with the bigger pouches i also like that it is bpa free if your little one likes them ordering in bulk and with subscribe and save makes them much cheaper than at the store 
positive,7/10/21,i love vitamuffins but my supermarket sells one box of muffins for instead i bought the mix boxes for and each box makes muffins instead of per muffin the mix only requires water eggs and works out to about cents per muffin and very easy to make that is a great deal 
positive,6/7/21,i generally like vitalicious products the corn muffin well for calories it is not bad but if you are expecting anything like the sugar fat laden junk that your local bakery sells look elsewhere this is like a healthy makeover that does not quite cut it but they are not bad for the same amount of calories the chocolate one is more of an indulgence but this one is good for a bland breakfast treat especially baked fresh my kids are happy to get any extra snacks so they approve i send with them to school for a midmorning snack i am glad they get fuel and vitamins 
positive,18/6/21,my dog had been prone to ear infections and did a lot of paw chewing when his vet recommended changing his diet because his symptoms may be due to a food allergy she specifically recommended the salmon and rice formula unfortunately my dog hated the salmon and rice and it smelt extremely fishy i tried the lamb and rice formula and he likes it much better i have heard numerous good things about wellness from my dog trainer as well as other pet owners and pet store employees my dog is adjusting to the new food well however i can tell he does not consider it the most tasty of choices probably because it does not have the artificial flavoring in it but i would rather him eat something much healthier even if we have to sacrifice a little on the taste 
positive,7/7/21, length mins these cookies are so great watch our video to see how great they really are 
positive,27/7/21,actually sojo s strongly recommends that the meat you add to their mixes be raw but it an be cooked as i choose to do my dog arrived with coccidia and giardia as a puppy through veterinary mismanagement he was never completely healthy for the first years of his life after watching him get sicker on an aggressive course of antibiotics and prednisone for his inflammatory bowel disease i took him to a holistic veterinarian part of his treatment has been a homemade diet of sojo s and meat plus no medications i am extremely pleased to report he has had no gi episodes in over months and has reached a point where i consider him healthy his coat is glossy and much fluffier than before he is finally at a good weight i have before and after photos that show a dramatic improvement much of which i credit to sojo s it does take some extra time to prepare as opposed to kibble but i make days worth at a time this takes me about minutes total which includes down time while the meat is cooking and cleaning up after to be completely honest i am not thrilled about cooking for my dog but i am thrilled with the results if i was able to feed him raw perhaps down the road when our vet gives the ok preparation time would be almost nothing 
positive,13/7/21,it is also a routine baking ingredient i put it into my bread along with sunflower seeds and organic wheat flour i also put it into my smoothie stir fry dishes anything you can think of good price and really it is a must have for a healthy diet 
positive,13/9/21,i have tryed the almond crunch and is delicious and healthy snack better than chips try it you will agree
positive,7/9/21,i use the powdered tea powder in my fruit smoothies provides you all the health benefits of green tea love the product and use both the plain and lemon ginger 
positive,17/4/21,green tea is good for you loaded with antioxidants boosts your metabolism yadda yadda yadda but i never quite warmed up to the taste until now the lemon and the ginger give this a very nice flavor and it is so great that i can just add a packet to my water bottle and go without the bother of brewing it 
positive,10/3/21,i eat a lot of cereal and that includes a lot of the high fiber kinds oatmeal mini frosted shredded wheat and raisin bran are usually what i would eat when i needed to lose a few lbs but there have been a few instances where i tried the healthier options i have tried several of the kashi cereals but they were not very appetizing the plain one had a cardboard taste next i tried grape nuts which is like a horrendous yeast flavored cat food though it is closer to kitty litter in texture that brings me to fiberplus antioxidants this berry yogurt crunch is certainly one of the better tasting high fiber cereals i have eaten it is like a decent health bar broken apart into cereal the clusters of yogurt really help but even the plain cereal is decent enough on its own yes there are of sugar per serving but the of fiber and calorie parts more than make up for it especially if you compare it to raisin bran and frosted shredded wheat which are typically higher in sugar and calories yet lower in dietary fiber the antioxidants are a nice bonus too the bottom line is that i will add this to my grocery list whenever it is on sale or the price is right 
positive,17/4/21,i do not know why science diet is being referred to as junk food as it is one of the higher quality foods on the market a lot of the new organic and natural cat foods are not as healthy for pets as they are cracked up to be but regardless my veterinarian wanted me to put my year old cat on a prescription food because of the high count of crystals in her urine after some comparisons science diet mature adult active longevity is the closest to the prescription food both my cats the younger one and the older are on this food and they seem to enjoy it they both graze all day and are indoor cats so i try my best not to overfeed them my younger cat has not had issues with her urine since she went on this food and we are all happy 
positive,21/1/21,these chocolate sandwich creme cookies by whonu are every bit as delicious as similar brands but they are healthier for you true they have almost the same sugar fat and carb amounts of the best known name brand of these cookies but as others have noted they also give you fiber with noticeably more vitamins and minerals than that other brand this is a plus they are really good as a snack and it is hard to stop at the serving size of just three cookies but i guess i am allowed an occasional guilty pleasure as i write this they are a bit too expensive on this website try looking for these cookies elsewhere unless you want the convenience of having them shipped to your door overall these awesome chocolate sandwich creme cookies by whonu are the best i definitely recommend them as an excellent healthier alternative to the major name brand of this type of cookie i love them enjoy 
positive,30/1/21,we like this brownie mix and i usually use the low fat recipe on it i also add chocolate chips or something else to it otherwise it ends up a little bit dry we still buy this by the case 
positive,13/2/21,these brownies are good but the flax seed texture can be a real turn off to minimize it i added a little whole wheat flour splenda and cocoa big improvement and my guests never complained like they did the first time i made the brownies 
positive,15/1/21,we just got our first order a few days ago and my month old daughter loves them they are just like the gerber mini veggies but much cheaper although they still cost a good bit having a nutrient filled easy to take anywhere travel snack is well worth it my daughter does not have any teeth yet and she has not had any problems eating them they are light and fluffy yet full of flavor 
positive,6/3/21,i am not sure why the speciality stores in my area stopped carrying these as they were usually sold out the cakes are calories crunchy and good not like the cardboard taste of thicker rice cakes excellent as a base for pb j or to make an open face sandwich or to use in pieces like a chip for dips etc good price on the pack with a month expiration use date 
positive,8/6/21,i purchased these based on others recommendations the rice cakes are delicious thinner than the usual rice cakes in the supermarkets dense not full of air i covered them with those watching their weight can eat peanut butter for calories a serving vs for regular pb and it tastes exactly the same i too highly recommend these rice cakes 
positive,7/1/21,over of dry dog food is very unhealthy and can not even get or stars out of or diamond naturals is a great food i have afghans and i have spent many many hours of research to find this out 
positive,17/4/21,this is a very good snack that i feel great about offering my month old she can easily pick up the small pieces and definitely enjoys the apple cinnamon taste my year old loves them as well i would definitely recommend these to anyone with small or larger kids 
negative,10/3/21,something to eat if you are starving but please give real food to hungry people what is in kellogg s corn flakes milled corn sugar malt flavoring high fructose corn syrup salt yes of course it also has lots of yummy preservatives such as bht and a few synthetic vitamins and iron in minute quantities for nutrition you get basically carbs from lots of sugar and almost no protein add skim milk or you will get saturated fat with a little protein from whole milk for added nutrition include a sliced banana and a capful of wheat germ if you like corn flakes that is your business and you should enjoy them but this is not health food and it is a very poor value for more than cents an ounce per package at this price the inner package s failure to maintain freshness is an even bigger drawback when one thinks of how long it may take to finish ounces of this stuff why not use a vacuum sealed container like kretschmer s wheat germ to preserve freshness after all it is in the same price range so if you are hungry you are really eating the wrong stuff something to eat if you are starving but please give real food to other hungry people please 
positive,14/1/21,sardines are a useful item to stock for times when you want to add a bit of protein to your meal without breaking the bank i like that they are lower in mercury than big fish are and high in omega fats the skinless ones are much better tasting in my opinion regular sardines taste a bit too oily fishy and strong to me they are fairly neutral with the absence of added oil or much salt and this makes them versatile i sometimes add lemon and mayonnaise for a sandwich filling mix with egg oatmeal onion and lemon and fry for a fish patty or add them to a salad although i think these from roland are very good i liked the seasons skinless sardines which are also sold by amazon even better for flavor and texture 
positive,24/5/21,stores are not carrying this product thank goodness i can still get them genisoy soy crisps deep sea salted ounce bags pack of 
positive,14/10/21,i was really surprised when i tried this product because i found it to be a really light fluffy batter so do not think gluten free means flavorless this bisquick pancake mix will have you building up stacks of fluffy pancakes for your family it is so nice that these are healthier for you diabetic friendly and still manage to taste great too 
positive,7/2/21,i have a year old scottish terrier who has some food allergies no wheat for my girl this treat is great for settleing an upset stomach and my dog looks forward to her charcoal bone treats 
positive,29/3/21,i highly recommend these very tasty kavli thin crispbreads i wanted something different than just white bread for sandwiches i hate whole wheat i love rye i saw these noticed the ingredients could not get much simpler and gave them a try topped with cheese or a sandwich spread or whatever you would like they are very tasty i feel as full after or of these topped of course as i did with just white bread they are nice and thin so it is not like biting into anything hard just a nice crunch the flavor is not strong at all it is very mild and nothing like a rye bread you might have purchased in the past then i noticed that they are only calories per slice what is not to love they taste good they are whole grain they are super low in calories it is no crunchier than a potato chip and i feel satisfied while chewing and after eating them oh and they keep forever in the cupboard i definitely will be buying these for a long time 
positive,17/4/21,i am very pleased with this dog food have not ordered anything else for my dogs since i bought this my lab and my malti poo both eat it happily and i am happy that it is healthy for them 
positive,10/3/21,i have started buying a lot of organic food over the past year and it dawned on me that perhaps my dog should be eating more healthfully also when i look at the list of ingredients on regular dog food it is downright nauseating i bought some of this newman s own and my dog loves it she usually gobbles it up the minute i put it into the bowl 
positive,10/7/21,i signed up for the monthly subscription for this item the price is great especially without having to pay shipping charges i love the fact that i can manage the subscription by skipping a month or ordering it earlier than scheduled amazon has been excellent getting my shipments out on a timely manner newman s own organics adult dog food chicken rice formula pound bag very pleased with all my orders from amazon extremely pleased with their customer service thanks amazon 
positive,27/1/21,i feel better about feeding this product to my dogs i was using another popular brand but it contained a lot of fillers one of my dogs is pickier so he would prefer a meatier taste but he does clean it up eventually 
positive,1/6/21,our family loves these tasty and healthy sesame honey almonds by trader joe s you get the crunchy flavor of the sesame seeds combined with the subtle sweetness of the honey and almond flavoring wow it is a great snack that you feel good while eating it is my favorite of trader joe s almond snacks almonds are good for you and a handful of these in the morning with a fruit smoothie or as a snack at lunch is a great way to get protein the healthy fat and the vitamin e that almonds offer it is a good idea to measure out cup of these almonds or count the almonds out to stay in the calorie range you want to keep within nutritionist recommend having a small amount of almonds or walnuts each day for good fat and protein 
positive,20/8/21,i love these cookies i am on the paleo diet right now and these cookies are what i look forward too i do like the taste of the tropical one the best they all have different taste but if you want something that is grain free and gluten free then this is the right place i expected the taste to be different and it is other reviewers seem to expect them to taste like oreos or chips ahoy of course not when i eat them i do not even feel bad about it because my body welcomes them they do not make me crash either and feel like i ate junk food it is a good indicator that these were made from all natural ingredients i wish i had these cookies close to me i would buy them every single day 
positive,14/8/21,the flavor of the fruit enclosed is outstanding bluberry and if there is a drawback it is that the blanket that encloses the fruit is a bit thick unlike this companys fig bars and pastry textured flavored with cane syrup not fruit juice cal per bar and low in fat and the carbs not too bad considering the great taste 
positive,21/4/21,of the erin baker products the fruit nut mini breakfast cookie is my favorite i have one mini breakfast cookie about calories with a cup of coffee in the morning and i feel satisfied and ready to start the day very healthy low in caloreis and super delicious is what makes the product work for me try it you will like it 
positive,1/4/21,i adopted my adorable edmund last year from a shelter they sent me home with a small bag of felidae not grain free version cat and kitten dry formula as he was a kitten at the time i am very concerned about eating healthy whole foods so i of course want the best for my kitty as well i did research and found that cats digestive systems are not designed to eat any grains fruits vegetables directly and basically the only carbs they are to eat are what is already in their prey s stomachs ie if a mouse ate something carby and the cat ate the mouse they would get a little of whatever was in it so i wanted to make sure the ratio of his food was as close to what is found in nature as possible without breaking the bank he already seemed to really like the felidae grain included version so as soon as my starter bag ran out i immediately switched to the grain free variety and he has only eaten this ever since i got him he loves it i give him one small scoop of grain free kibble in the morning and then a partial can of this large felidae grain free food we have tried both the turkey chicken and the salmon grain free canned ones and edmund prefers the turkey chicken but will eat anything i give him i bought some can lids at petsmart and they seal air tight on these cans so fridge storage is clean and easy he has the absolute softest shiniest fur coat i have ever seen on a cat and he is very healthy and happy we have not had a single vet visit since i adopted him even though he had chronic upper respiratory issues when i got him they all cleared up i have to blame at least some of all this on the fact he only eats grain free felidae food the rest is because i love him so ridiculously much i love the free shipping on amazon i buy a case of canned and a bag of dry or two of one at the same time i used to buy this elsewhere and since it is so heavy shipping would often be almost as much as the product 
positive,17/4/21,these are very healthy grains and very light and crispy perfect with dips or salsa tastes just like rice cake they are very easy on the teeth too for those who have dental work that they do not want to chip hard to find in supermarkets 
positive,10/3/21,this product is delicious i will say this upfront thou semi messy why not place the peanut butter in the center instead on the back the taste is great so great that i started to eat them all day not good as it ruins the enjoyment these are actually so good i had to stop eating them i guess i over did it value excellent snack for everyone all my friends love them family shipping fast as always with amazon prime membership days packaging boxes total each contains individually wrapped granola thins of granola bar but flat with peanut butter on one side seriously also do not ruin the granola as i did by eating every day also i notice to avoid mess just open with scissors pealing makes a mess exclusively
positive,22/4/21,if anyone is looking for delicious and healthy snack doctor kracker is an answer however the hard crispiness is for people with good teeth 
negative,25/4/21,i ordered a flat of food they were on sale that contained chicken apple compote dinner it contained of this variety and he liked the first one but the others although properly sealed were solid and moldy and stinky one of the turkey dinners in the flat was also improperly sealed the lid popped we were lucky because i just happened to check that one now i am so paranoid that i check all of them several times i called earth s best and they assured me that they have not had this problem before and that i should not worry about it i am so suprised that this got passed qa qc inspection at a baby food manufacturer why would a company take the risk of bad publicity when baby food manufacturers rely so much on a reputation of safety we also recently opened other jars in this flat after my son refused to eat them and realized that they were rotten of them were completely solid and domed at the top we poked a toothpick down to the bottom of the jar and it was dry throughout shortly after eating his last dinner of this box my son started vomiting and refused to eat we have contacted the usda about this if this happens to you please same your jars so you can give them the information they need it may prevent other babies from getting sick i will never buy anything from earth s best again 
positive,1/4/21,arrowhead mills organic savory herb stuffing has a very nice blend of herbs for a flavor that compliments chicken and turkey i especially appreciate the fact that there are no transfats used in this stuffing so i and my family can enjoy it without worry the stuffing is very easy to prepare but really adds to the meal we use it all year long why wait for a holiday to enjoy good food 
positive,30/6/21,soon after one dog was diagnosed with renal failure yes she ate all the foods on that recall list my westie became ill and could not hold any food the vet did all sorts of tests but i had to find something gentle enough for him to keep down that night i met a rep from nutro at my local petco she told me all about natural choice gave me literature and a website to learn more i purchased this canned food along with a small bag of the dry food to mix with it turns out the dog had some sort of virus but the food was the only food he could keep down to regain his strength due to skin allergies known to westies i have kept him on this food and find it is the best for him i just do not understand though how this is sold so cheap on amazon thru petco it is case in the store and on their website i think they should keep the price regulated throughout 
positive,1/3/21,my dog has many food allergies but these made in the usa treats are free of wheat corn egg and dairy my dog cannot get enough of them 
positive,29/1/21, stars is a compromise between my rating of and my grandchildren s rating of stars i thought the flavor was too heavy on the apple grape juice combo and light on the orange tangerine flavor also it left a mild canned aftertaste but my year old granddaughters loved it and consider it a treat equal to soda it is juice concentrate which has been reconstituted with carbonated water so it is much healthier for them than regular soda while it is true it still has sugar natural sugars from the juices are healthier than processed sugars found in soft drinks the can i was sent contained ounces which is a better size for them than a regular ounce can of soda for children this is a tasty and healthy alternative 
positive,17/4/21,i am a die hard soda pop fan i will drink juice but normally only certain brands or with a little soda or sprite mixed in to kill the after taste and to sweeten it up a bit well this is better that even that mix without the bad stuff from the soda it has a crisp clean orange taste with a nice tangerine undertone that continues through the after taste it is effortless to drink and does not make you feel sluggish afterwords it is hard to describe other than to say they got it right no extra sugar yet it is very sweet but not too sweet i shared my can with my wife and she agreed with my comments we both we were sad that we only got the one little can to review and not the entire case while i am not sure it could replace my coke it sure could replace my juice and some of my coke intake the only problem there always seems to be something is that it is about times the cost of my coke per oz i could justify twice the cost but four times is the only reason i have not ordered more so far i do expect to breakdown and buy a case but i still will not be happy over the cost difference 
positive,10/3/21,i love everything about this drink it is got plenty of carbonation even without added sugar or artificial sweeteners it is plenty sweet without being too sweet i love tangerine and this has a very tangerine y flavor and aroma if you love oranges or tangerines this is the perfect drink for you i ordered this from the vine program out of curiosity but it will be one of my must buy items in the future i am also going to buy some for my grandchildren since it has no added sugars and i know they will love it it will be perfect for them 
positive,30/5/21,i quit sodas over a year ago due to the unhealthiness of them i do however like bubbly drinks but i do not need the sugar or sodium that is why this product is perfect it is fruit juice carbonated for the bubbliness orange is one of my favorite flavors this drink is the perfect drink i think this product is even better than orange soda orange soda is sticky but this product is not it has the perfect amount of sharpness which i love because it is fruit juice it also has the perfect amount of natural sweetness so this product is all the good things rolled into one fruit juice no added sugar bubbly awesome orange flavor it is so good it is hard to believe you are drinking something healthy 
negative,28/9/21,unlike another product i reviewed for vine at least this product does not have sugar per se in it it is carbonated water added to a concentrate mixture of in this order apple grape tangerine and last as well as least acai concentrate the first two on the list apple and grape are two of the most common fruit sweeteners used in beverages etc that is why the product tastes sweetened it has calories quite a lot for oz of flavored carbonated water and all of it is from carbohydrates grams and over of the carbs grams are sugars apple and grapes have some of the highest concentrations of fructose a fruit sugar that not only commonly appears in commercial beverages because it is sweeter than regular cane sugar and thus it is cheaper to use but it is also known to because diarrhea particularly in children so another drink on the hit parade of pretend healthy drinks appealing to the masses concern for their ever growing girth and deluding them that this will help forestall continued growth you are better off drinking diet coke you would be even more better off buying the sparkling flavored waters with no calories my favorite is bella familglia in pomegranate lime lemon and orange flavors and is sold from time to time on amazon as well as your local supermarket better yet buy some organic pure fruit juice such as pomegranate and pour cup in a glass of your favorite sparking water or a quarter cup in a oz bottle of your favorite sparkling water at least it is the actual juice and not some fructose extract 
positive,6/5/21,i was really surprised at the taste of the switch orange tangerine drink it reminds me of carbonated orange juice it is a little on the sweet side but not too bad in my opinion this is actually a beverage that i could drink all the time and not get tired of the best thing about switch is that it is healthy for you and it does not have any added sugars and it has a lot of vitamin c switch is a all natural beverage which is great you can have the carbonation of a soda without all the unhealthy unnatural ingredients of a soda if you want a great tasting drink that is healthy for you then i highly recommend switch if you like orange juice then i think you will really enjoy this the cans are a little on the smaller side though 
positive,20/4/21,my teens and their friends drink regular soda pop by the gallon they are obviously addicted to the stuff a very unhealthy habit i cannot drink soda pop myself it is been years or so since i had one and so i began searching for a drink that tasted like regular soda pop but was not unhealthy i searched high and low for a suitable alternative and then i found izze i love the fruity tangy flavor of izze s sparkling grafefruit soda the grapefruit flavor goes well with spicy mexican foods but it is also great just by itself my teens love izze and drink it now just like soda pop i am so happy to know they are not guzzling down corn syrup and artificial colors and flavors but instead are enjoying all natural izze with no added sweeetners if you are looking for a great alternative to regular soda pop you cannot do better than to buy izze 
positive,20/4/21,sticks and twigs may seem a little pricey compared to regular pretzels but the bag lasts a long time and the ingredients like flax seeds quinoa chia seeds and curry are good for you they are very crunchy but tasty for some added protein i like to dip them in peanut butter 
positive,21/4/21,usually healthy food is hard to swallow not these fresh crunchy delicious pumpkin seeds i switched from potato chips and my wife tells me they are good for the prostate what do i know i am taking her word for it 
positive,2/5/21,i had never tried bob s red mill pumpkin seeds although i have used and been very happy with many of their other products i was looking for pumpkin seeds from pumpkins grown in the usa most of the organic seeds are from china the bob s red mill seeds are from pumpkins grown in oregon i took the plunge and ordered bags of these seeds and they arrived in less than hours four sealed bags were also in a sealed bob s red mill box and then packaged in a larger amazon box i just opened one bag of the seeds to try them they are way better than what i was getting at my local whole food store in bulk these seeds are chewy as they should be and not hard or stale with any off taste these have a slight pumpkin taste which they should have this variety of seed is rounder and flatter than some of the other pumpkin seed varieties i have had which i like no pointy ends to stab me as i am munching them down all in all a great buy seeds stars grown in the usa stars total stars 
negative,25/5/21,give me better ingredients kind larabars for more or sweeter items genuine junk for less not sure i would invest in a single bar again let alone this size 
positive,7/9/21,i was very satisfied with my purchase of nutiva hemp seeds i ordered a pack of them and it arrived fairly quickly they taste great on their own but i usually add them to protein shakes to enhance the amino acid profile or sprinkle them on top of salads for added flavor and texture my supply is almost gone so i will definitely be ordering more one of the reviews said there were still shells in the bag but i did not find any in mine 
positive,25/5/21,i used the hemp seeds every morning with my protein shake the taste is great and they are so healthy 
positive,22/5/21,when i was told by my nutritionist that eating a handful of whole natural almonds a day would help me to lose weight and get the right kind of fats and proteins implemented into my diet i was a bit skeptical i was not a huge almond fan to begin with i do not particularly enjoy salted or roasted almonds usually only the kind that come surrounded with coconut and chocolate or the kind that you get out of the nut bowl to she will around the holidays the whole natural almonds by blue diamond taste like they came right out of the she will and boy are they yummy i like that they are a satisfying snack and i like the taste of them these are the ones i buy no added salt or anything nice and fresh right out of the she will stars 
positive,19/7/21,if you want a truly healthy filling snack you must give these a try as well as their sisters the vanilla bean almonds they are both just lightly sweetened and fragrant with either the cinnamon or the vanilla depending on which you choose the container is marvelous there is a half flip top which is easy to do with one hand like in the car and they are not roasted in more oil so the almonds are meaty and sweet and almonds are sooo good for you i would recommend that you try them and then get an amazon subscribe and save if you can it is well worth it and all natural lovely 
positive,7/9/21,i would not call these almonds sweet but they do have just the right hint of sweet flavor that the almond is elevated and feels like a treat the taste and texture of almonds does not particularly appeal to me but they are such a healthy snack that i am glad to find this delicious option also the small container is the perfect size to have on your desk or keep in the car or use as stocking stuffers like i plan to do for a couple of my healthy eating conscious friends 
positive,25/8/21,the almonds tastes all right since it is too dry the salt can hardly stay on surface therefore it is not salty enough on the whole it is a healthy snack i hope this type of almonds can have subscription service and discount 
positive,6/9/21,these almonds taste good not as well flavored as the cinnamon or vanilla flavored but a decent change of pace a little plain though 
positive,25/5/21,my review is for the cinnamon cookie in the small bag i love them i do not have gluten issues but i like the fact that the cookies are gluten free they are crunchy and satisfy my desire for something sweet only caloriesand g of fat in three cookies each pack has cookies g of saturated fat trans fat cholesterol mg sodium g fiber g of carbs and g of protein yummy every bite starbucks carries them sporadically and i am so glad to be able to buy them from amazon 
positive,7/9/21,i love almonds in general and this particular brand is quite good they taste great with just the right amount of salt and oil for me anyway they are individually packaged in oz cans which makes them an easy and portable snack portion control is also easier with the small can size i have ordered a few packs of these almonds and while there is some slight variation in the taste from batch to batch some are roasted a bit darker than others i have always found them fresh and tasty almonds are relatively healthy too high in protein a good source of magnesium calcium and manganese and full of unsaturated fats i have not seen organic roasted salted almonds from this company but i hope they offer them eventually at a decent price one thing i would also like to see is some kind of assurance that the can liner is free of bpa 
positive,13/10/21,i was a skeptic about this product until i tried it with skim milk this cereal is delicious and retains its crunch even after minutes of being soaked in milk i enjoy its texture and caramelly flavor i think it could definitely be less sweet and lower carb but so far i find this cereal to have the highest fiber content the other vitamins and minerals a single serving contains is also comparable to similar products by other companies this is perfect for breakfast or a snack any time of the day 
positive,2/10/21,we were pleased with this salt it is actually more salty than regular salt even kosher salt or sea salt a little bit goes a long way i do not usually cook with it but add it to things afterwards i have been hand grinding it 
